"ID",Title,"Abstract","Keywords",Platform_Type,Research_Area,System_Architecture,Agent_Role,Behavior_Mechanism,Evaluation_Method,Experimental_Design,Challenge_Type,Research_Gap,Evaluation_Limitations,"Authors","Year",Source_Name,Publication_Type
"77",Quantum-enhanced Federated Learning for Metaverse-empowered Vehicular Networks,"In the rapidly evolving domain of vehicular metaverse, this study introduces a cutting-edge quantum-based decentralized and heterogeneity-aware federated learning framework for vehicular metaverse named QV-FEDCOM, which stands as a testament to the innovative fusion of quantum computing principles with federated learning (FL). This framework is ingeniously tailored to address the challenges in a vehicular metaverse, offering a cost-efficient and adaptive solution for the dynamic vehicular landscape. QV-FEDCOM is strengthened by key components like quantum sequential-training-program, with reinforcement learning-based dynamic mode switching to reduce communication costs and manage vehicle states adaptively, and the quantum vehicle-context-grouping utilizing hierarchical clustering and simulated annealing for effective vehicle grouping based on contextual data similarity, addressing the complexities of data heterogeneity. Additionally, the integration of quantum-inspired principal component analysis (Q-PCA) enhances memory efficiency, further optimizing the framework. These elements converge in the QV-FEDCOM algorithm, establishing a decentralized, efficient, and context-aware quantum federated learning (QFL) process that redefines learning dynamics in the vehicular metaverse. Our study also introduces an innovative quantum trajectory loss (QTL) function, specifically designed for trajectory prediction tasks, which combines the Huber loss with an angular deviation penalty to robustly handle errors and penalize large deviations in the predicted trajectory angle. The effectiveness of the QV-FEDCOM framework is rigorously validated through comprehensive simulations, with its performance meticulously compared against various adaptations, showcasing its transformative capabilities within the vehicular metaverse ecosystem.","Quantum Federated Learning, Vehicular Metaverse, Quantum Neural Networks, Resource Allocation, Trajectory Prediction","Simulation Platform","Digital Twin and Metaverse","Edge-Cloud Collaboration","Terminals and Devices",Hybrid Algorithms,"Quantitative Analysis","Specific Technology Experiment","Data and Models","Scenario Scalability","Technology Integration","Bishmita Hazarika, Kaishav Singh, Octavia A. Dobre, Li Zhipeng, Du Ong Trung Q.","2024",IEEE Transactions on Communications,"Journal Article"
"78",Resource Allocation and QoE Maximization in Aerial MEC-empowered Metaverse Service: A CCM-Multi-agent DRL approach,"The integration of Mobile Edge Computing (MEC) with aerial platforms introduces novel potential for the Metaverse world by providing low-latency and highly reliable computing and communication services at the network edge. Nevertheless, this integration presents critical challenges, such as low Quality of Experience (QoE) due to the dynamic nature of aerial platforms, high resource demands, and the requirements for real-time data processing in the Metaverse environment. To address these challenges, we propose a Combinatorial Client-Master Multiagent Deep Reinforcement Learning (CCM-MADRL) based joint resource allocation and QoE maximization framework to enable intelligent real-time decision-making in aerial MEC enabled Metaverse services. We form a collaborative ecosystem where agents are designed to represent both Metaverse service providers and aerial platforms to promote fairness and efficiency in resource allocation, as well as optimize service delivery. By incorporating CCM, our approach considers diverse metrics, such as latency, reliability, meta-distance, and energy efficiency, to ensure a holistic optimization of Metaverse services. The MADRL approach enables adaptive decision-making, allowing the system to respond to the dynamic and unpredictable nature of Metaverse applications. Results from simulations that mimic realistic Metaverse scenarios demonstrate the effectiveness of the proposed CCM-MADRL framework in terms of improved service performance, reduced latency, cost, and virtual meta-distance, maximized average QoE utility of Metaverse users, and enhanced resource utilization compared to baseline algorithms.","Aerial MEC, Metaverse, Resource Allocation, QoE, Multi-Agent DRL, CCM-MADRL","Simulation Platform","Edge-Cloud Collaboration",Metaverse Multi-Layer,"Terminals and Devices",Multi-Agent System,"Quantitative Analysis",Theoretical Models,"Communication and Network","Validation and Deployment",Scenario,"Abegaz Mohammed Seid, Hailu Nahom Abishu, Gordon Owusu Boateng, Ayman Erbad, Mounir Hamdi, Mounes Guezzazani","2024","IEEE Global Communications Conference 2024","Conference Paper"
"79",Robotics in Metaverse,"Human-robot interaction (HRI) and human-robot collaboration (HRC) have emerged by researchers to address the convergence between intelligent robotics and the Metaverse. This chapter aims to introduce and review Metaverse technologies applied to HRI and HRC. In this chapter, the challenges of the current research and the future study topics will be introduced. The convergence between artificial intelligence-based robot systems and Metaverse will expand robotics technologies by offering new experiences that are impossible to implement in real physical environments with complex robot systems.","Human-Robot Interaction, Metaverse, Robotic Simulation, AR/VR, Human Collaboration",VR/AR,"Digital Twin and Metaverse",Metaverse Multi-Layer,"Terminals and Devices","Other Techniques","Case Analysis",Theoretical Models,"Metaverse","Dynamic Adaptability",Validation Environment,"Lee Eunrae, Kim Eunseong, Andrew Jae Yong Choi","2025","Human-Centered Metaverse","Book Chapter"
"80",Scalable Consensus Over Finite Capacities in Multiagent IoT Ecosystems,"In the real world, consensus achievement is an adaptive and evolutionary process. Tailor-made mechanisms are engaging in the light of disputes to resolve emerging contradictions between the atoms. Most of the dominant blockchain architectures tend to oversee this fact. They come integrated with rigid, overkilling consensus-achievement procedures, which, in many cases, are not necessary or significantly beneficial. They often raise overwhelming demands on the nodes and prohibit the deployment of fully distributed and peer blockchain operation in the IoT world. Still, for the IoT ecosystems and the metaverse to become self-sustainable and self-evolving, robust validity mechanisms must be embedded in the atomic scale. This work investigates the process of building and sustaining scalable consensus policies over the trivial atomic capacities of the IoT ecosystems. For this, we deploy the IoT microblockchain framework as an atomic consistency tier and we define a primary set of validity rules that every node can easily carry out. The initial concept relies on Gödel’s incompleteness theorems and K. Friston’s free energy principle and is investigated under the perspectives of graph and game theory. To study the dynamic behavior of the system, a competitive game among the nodes is run. The Proof of Existence (PoE) is utilized as a universal proofing case. Its feasibility is demonstrated, and its complexity is analyzed under various system considerations. The findings prove that finite-capacity atoms can collectively and efficiently support verifiable validity and scalable consensus in the evolutionary IoT ecosystems and the metaverse, even under conditions of high diversity, trivial capacity, and eventual consistency.","Blockchain, IoT Ecosystem, Multi-Agent System, Consensus Algorithm, Proof of Existence, Scalability",Blockchain,"Blockchain","Blockchain Integration","Multi-Agent System","Game Theory","Quantitative Analysis",Specific Technology Experiment,"Computing and Resource Management","Validation and Deployment","Validation Environment","Aristidis G. Anagnostakis, Charilaos Naxis, Nikolaos Giannakis, Markos G. Tsipourlas, Alexandros T. Tsitsaras, Ouripidis Glavas","2023",IEEE IOT Journal,"Journal Article"
"81",Semantic-Aware Blockchain Architecture Design for Edge-enabled Metaverse,"The evolution of the Metaverse places higher demands on task transmission and computation to provide users with enhanced quality services. In this paper, we are first to address the timely task allocation and processing for heterogeneous services described using semantics in the Metaverse. We consider a mobile edge computing network composed of Unmanned Aerial Vehicles (UAVs) and adopt blockchain technology to support secure task allocation. The task allocation problem is formulated using semantic matching and penalty mechanisms and solved by Particle Swarm optimization (PSO) and Learning-based algorithms. We have analyzed the impact of the penalty mechanism on system rewards, task server matching rates, and the success rate of task service. Our results show significant improvements of our architecture and algorithms compared to existing approaches.","Metaverse, Semantic Awareness, Mobile Edge Computing, Blockchain, Task Allocation, Particle Swarm Optimization, Q-learning","Simulation Platform",Digital Twin and Metaverse,"Blockchain Integration",Terminals and Devices,Hybrid Algorithms,"Quantitative Analysis",Simulation Experiment Design,Computing and Resource Management,"Technology Integration","Validation Environment","Ning Wang, Beatriz Lorenzo","2023","2023 IEEE 14th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)","Conference Paper"
"82",Sharing Traffic Priorities via Cyber–Physical–Social Intelligence: A Lane-Free Autonomous Intersection Management Method in Metaverse,"Replacing traffic signals with roadside vehicle-to-infrastructure systems in the era of connected and autonomous vehicles (CAVs) is promising. Managing CAVs in a signal-free intersection, known as autonomous intersection management (AIM), controls the driving behavior of each intersection-traverse CAV to maximize the throughput. Although AIM improves the gross throughput, the fairness of each individual vehicle in its right of way is not seriously considered. This study sets up an AIM system in the cyber–physical–social space to trade traverse priorities quantitatively and fairly. To that end, one needs an AIM method that is optimal and stable, otherwise no convincing trades of traverse priorities could be made. This study proposes a near-optimal lane-free AIM method based on numerical optimal control, wherein log-exp functions are deployed to convexify nondifferentiable collision-avoidance constraints. Besides that, a parameterized social force model (SFM) is proposed to provide a tunable initial guess for numerical optimal control. By tuning the urgency weights in SFM, one may get cooperative trajectories in different homotopy classes, which are further utilized to decide the amount of virtual currency to reward those CAVs who tend to share their traverse priorities. The overall method improves the traverse throughput with individual fairness respected. In experiencing this system, passengers learn how to behave with politeness when they drive manually. Experiments show the efficiency and robustness of the AIM method and also show the efficacy of the overall priority-sharing system.","Autonomous Intersection Management, Metaverse, Cyber-Physical-Social Intelligence, Lane-Free Trajectories, Priority Sharing, Social Force Model","Simulation Platform",Transportation and Intelligent Systems,Metaverse Multi-Layer,Terminals and Devices,Hybrid Algorithms,"Quantitative Analysis",Theoretical Models,Multi-Agent Collaboration,"Scenario Scalability",Data,"Bo Li, Dongpu Cao, Shiqi Tang, Tantan Zhang, Hairong Dong, Yaonan Wang, Fei-Yue Wang","2023","IEEE Transactions on Systems, Man, and Cybernetics: Systems","Journal Article"
"83",Spatio-Temporal Multi-Metaverse Dynamic Streaming for Hybrid Quantum-Classical Systems,"According to the challenges related to the limited availability of quantum bits (qubits) in the era of noisy intermediate-scale quantum (NISQ), the immediate replacement of all components in existing network architectures with quantum computing devices may not be practical. As a result, implementing a hybrid quantum-classical system is regarded as one of effective strategies. In hybrid quantum-classical systems, quantum computing devices can be used for computation-intensive applications, such as massive scheduling in dynamic environments. Furthermore, one of most popular network applications is advanced social media services such as metaverse. Accordingly, this paper proposes an advanced multi-metaverse dynamic streaming algorithm in hybrid quantum-classical systems. For this purpose, the proposed algorithm consists of three stages. For the first stage, three-dimensional (3D) point cloud data gathering should be conducted using spatially scheduled observing devices from physical-spaces for constructing virtual multiple meta-spaces in metaverse server. This is for massive scheduling over dynamic situations, i.e., quantum multi-agent reinforcement learning-based scheduling is utilized for scheduling dimension reduction into a logarithmic-scale. For the second stage, a temporal low-delay metaverse server’s processor scheduler is designed for region-popularity-aware multiple virtual meta-spaces rendering contents allocation via modified bin-packing with hard real-time constraints. Lastly, a novel dynamic dynamic streaming algorithm is proposed for high-quality, differentiated, and stabilized meta-spaces rendering contents delivery to individual users via Lyapunov optimization theory. Our performance evaluation results verify that the proposed spatio-temporal algorithm outperforms benchmarks in various aspects over hybrid quantum-classical systems.","Hybrid Quantum-Classical Systems, Metaverse, Stream Processing, Quantum Multi-Agent Reinforcement Learning, Spatio-Temporal Scheduling","Simulation Platform",AI and Machine Learning,Quantum Computing,Terminals and Devices,Hybrid Algorithms,"Quantitative Analysis",Theoretical Models,Metaverse,"Scenario Scalability",Technology Integration,"Soo-Hyun Park, Han-Jae Baek, Jong-Hyun Kim","2024","IEEE/ACM Transactions on Networking","Journal Article"
"84",Swarm Metaverse for Multi-Level Autonomy Using Digital Twins,"Robot swarms are becoming popular in domains that require spatial coordination. Effective human control over swarm members is pivotal for ensuring swarm behaviours align with the dynamic needs of the system. Several techniques have been proposed for scalable human–swarm interaction. However, these techniques were mostly developed in simple simulation environments without guidance on how to scale them up to the real world. This paper addresses this research gap by proposing a metaverse for scalable control of robot swarms and an adaptive framework for different levels of autonomy. In the metaverse, the physical/real world of a swarm symbiotically blends with a virtual world formed from digital twins representing each swarm member and logical control agents. The proposed metaverse drastically decreases swarm control complexity due to human reliance on only a few virtual agents, with each agent dynamically actuating on a sub-swarm. The utility of the metaverse is demonstrated by a case study where humans controlled a swarm of uncrewed ground vehicles (UGVs) using gestural communication, and via a single virtual uncrewed aerial vehicle (UAV). The results show that humans could successfully control the swarm under two different levels of autonomy, while task performance increases as autonomy increases.","Swarm Metaverse, Digital Twin, Human-Swarm Interaction, Shepherding Model, Autonomy Hierarchy, Gesture Communication","Simulation Platform",Multi-Agent System and Reinforcement Learning,"Digital Twin",Terminals and Devices,Hybrid Algorithms,"Quantitative Analysis",Theoretical Models,Blockchain and Security,"Multi-Agent Interaction",Data,"Hung Nguyen, Aya Hussein, Matthew A. Garratt, Hussein A. Abbass","2023","Sensors","Journal Article"
"85",Technology for Synergistic Solutions Co-Creation Based on Multi-Agents’ Diversities Interaction,"When developing smart technology or devices, used whether in manufacturing, retail, health or other enterprises to create an efficient business, smart home or Internet of Things, it is necessary providing constructive feedback from the users. In addition to already known practice, an innovative approach is proposed: at the initial/early stages of developmental process the designers, developers, manufacturers, users, and stakeholders are simultaneously involved in the co-creation of multidisciplinary solutions. This approach allows initially using competencies and taking into account capacity, interests and expectations of all participants in order to make truly synergistic solutions, thereby optimizing the entire process and eliminating unnecessary steps and time consumption. For this purpose, a scientifically based technology for synergistic solutions co-creation by vast diversity of agents is proposed, which involves the identification of a system-forming factor, a structure-content pattern and mechanisms of co-creation. This allows modelling, control, piloting, multidimensional measurement, dissemination, multiplication and sustainable development of the whole process. Efficient technology of synergetic co-creation is based on an eco-humanistic model of multi-agents’ interaction, in which diversity is used as a driving force. The proposed approach can be used for synergistic interaction between human intelligence and artificial intelligence agents, which will create the prospect of eliminating the risk of confrontation, which is feared due to the intensive uncontrolled development of artificial intelligence. Such interaction can be supported by a system of digital techniques and tools, including: 1) database that self-develops in the process of multiagent interaction; 2) technique of superimposing ideal and real profiles of multiagent solutions; 3) interactive map of current state and changes based on decisions made; 4) continuum of multiagent solutions implementation with identification of terms and performers; 5) multiscale efficiency measurement system; 6) demonstrator of synergistic multiagent solutions at specific sites; 7) lighthouse: Atlas of interactive maps displaying the dynamics of sites development.","Multi-Agent Co-Creation, Eco-Humanistic Model, Digital Tools, Collaborative Solutions, Perceptual-Cognitive Positioning","Simulation Platform",Multi-Agent System and Reinforcement Learning,"Digital Twin","Multi-Agent System","Other Techniques","Quantitative Analysis",Theoretical Models,Multi-Agent Collaboration,"Technology Integration","Validation Environment","Tetiana Sergeyeva, Sergiy Bronin, Tadej Glazar","2023",Information Technology and Implementation,"Conference Paper"
"86",The Matrix: Quantum AI for Interacting Two Worlds in Prioritized Metaverse Spaces,"In modern network applications, the concept of metaverse is an emerging technology, and one of its key characteristics is the separation between the physical-space of the users and the virtual meta-space of the avatars. Based on this, a novel quantum multi-agent reinforcement learning (QMARL)-based scheduler, prioritizing the improvement of the performance of meta-space rendering is proposed in this article. The increase in performance can be achieved by controlling the number of utilized point cloud segments depending on avatar-popularity under the consideration of physical-space constraints. During this process, QMARL-centered quantum artificial intelligence (AI) algorithms are utilized for sequential scheduling action decision-making over time. By utilizing this QMARL, our proposed scheduler is designed to reduce the number of scheduling action dimensions into logarithmic scales. This is beneficial in the noisy intermediate-scale quantum (NISQ) era as the number of usable qubits is inherently limited. After this QMARL-based scheduling, the scheduled regions will be re-constructed over meta-space with prioritized point cloud registration. Finally, our performance evaluation results show that our proposed scheduler outperforms classical multi-agent reinforcement learning (MARL)-based scheduling in terms of utility between 12.6 and 20.7 percent, under various avatar distributions.","Quantum AI, Metaverse, QMARL, Point Cloud Registration, Avatar Popularity","Simulation Platform",Digital Twin and Metaverse,"Quantum Computing",Terminals and Devices,Deep Learning,"Quantitative Analysis",Theoretical Models,Metaverse,"Technology Integration","Validation Environment","Soo-Hyun Park, Han-Jae Baek, Jong-Hyun Kim","2024","IEEE Communications Magazine","Journal Article"
"87",Tiny Multiagent DRL for Twins Migration in UAV Metaverses: A Multileader Multifollower Stackelberg Game Approach,"The synergy between unmanned aerial vehicles (UAVs) and metaverses is giving rise to an emerging paradigm named UAV metaverses, which create a unified ecosystem that blends physical and virtual spaces, transforming drone interaction and virtual exploration. UAV twins (UTs), as the digital twins of UAVs that revolutionize UAV applications by making them more immersive, realistic, and informative, are deployed and updated on ground base stations, e.g., roadside units (RSUs), to offer metaverse services for UAV metaverse users (UMUs). Due to the dynamic mobility of UAVs and limited communication coverages of RSUs, it is essential to perform real-time UT migration to ensure seamless immersive experiences for UMUs. However, selecting appropriate RSUs and optimizing the required bandwidth is challenging for achieving reliable and efficient UT migration. To address the challenges, we propose a tiny machine learning-based Stackelberg game framework based on pruning techniques for efficient UT migration in UAV metaverses. Specifically, we formulate a multileader multifollower Stackelberg model considering a new immersion metric of UMUs in the utilities of UAVs. Then, we design a Tiny multiagent deep reinforcement learning (Tiny MADRL) algorithm to obtain the tiny networks representing the optimal game solution. Specifically, the actor-critic network leverages the pruning techniques to reduce the number of network parameters and achieve model size and computation reduction, allowing for efficient implementation of Tiny MADRL. Numerical results demonstrate that our proposed schemes have better performance than traditional schemes.","UAV Metaverse, Digital Twin Migration, Multi-Leader Multi-Follower Stackelberg Game, Lightweight Multi-Agent DRL, Pruning Techniques","Simulation Platform",Digital Twin and Metaverse,"Digital Twin",Communication and Computing,"Game Theory","Quantitative Analysis",Theoretical Models,Communication and Network,"Scenario Scalability","Validation Environment","Jiawen Kang, Yue Zhong, Minrui Xu, Jiangtian Nie, Jinbo Wen, Hongyang Du, Dongdong Ye, Xumin Huang, Dustyn Niato, Shengli Xie","2024",IEEE IOT Journal,"Journal Article"
"88",TMETA: Trust Management for the Cold Start of IoT Services With Digital-Twin-Aided Blockchain,"There is growing attention in the metaverse from a variety of fields, and many Internet of Things (IoT) companies are exploring the possibility of integrating their existing business into the metaverse space. However, it still remains challenging to put the metaverse into practice. Among those challenges, trust management is critical to guarantee secure interactions and effective sharing among metaverse assets. In this article, we construct a TMETA system as a pioneer work for further establishing the metaverse and utilizing digital assets, which helps IoT startup (IS) companies expand their business during the cold start phase with limited business knowledge and seed budget. In the TMETA system, IoT companies treat their interaction experience with resource providers (RPs) as digital assets. When an IS initiates IoT services with the assistance of expertise-diverse RPs, task assignments are determined by leveraging the knowledge and trustworthy advice of expert IoT companies. With the aid of digital twin (DT) and blockchain technology, IoT tasks will be assigned to their suitable RPs as the secured instruction from trust DTs of expert companies, which are evaluated and updated by trust evolution and advice aggregation. We demonstrate our proposed TMETA system’s practicability with synthetic and real-world data. The experimental results indicate that our proposed TMETA system can help ISs attain more favorable outcomes and reduce the task failure rate in various trust environments, thereby accelerating the cold start process.","Blockchain, Digital Twin (DT), Internet of Things (IoT), Metaverse, Trust Management",Blockchain,Communication Network and IoT,"Blockchain Integration",Decision and Management,Blockchain,"Quantitative Analysis",Hybrid Experimental Design,Blockchain and Security,"Security and Privacy",Data,"Chenyu Wang, Zhipeng Cai, Daehee Choi, Yingshu Li","2023",IEEE IOT Journal,"Journal Article"
"89",Towards defining industry 5.0 vision with intelligent and softwarized wireless network architectures and services: A survey,"Industry 5.0 vision, a step toward the next industrial revolution and enhancement to Industry 4.0, conceives the new goals of resilient, sustainable, and human-centric approaches in diverse emerging applications such as factories-of-the-future and digital society. The vision seeks to leverage human intelligence and creativity in nexus with intelligent, efficient, and reliable cognitive collaborating robots (cobots) to achieve zero waste, zero-defect, and mass customization-based manufacturing solutions. However, it requires merging distinctive cyber–physical worlds through intelligent orchestration of various technological enablers, e.g., cognitive cobots, human-centric artificial intelligence (AI), cyber–physical systems, digital twins, hyperconverged data storage and computing, communication infrastructure, and others. In this regard, the convergence of the emerging computational intelligence (CI) paradigm and softwarized next-generation wireless networks (NGWNs) can fulfill the stringent communication and computation requirements of the technological enablers of the Industry 5.0, which is the aim of this survey. In this article, we address this issue by reviewing and analyzing current emerging concepts and technologies, e.g., CI tools and frameworks, network-in-box architecture, open radio access networks, softwarized service architectures, potential enabling services, and others, elemental and holistic for designing the objectives of CI-NGWNs to fulfill the Industry 5.0 vision requirements. Furthermore, we outline and discuss ongoing initiatives, demos, and frameworks linked to Industry 5.0. Finally, we provide a list of lessons learned from our detailed review, research challenges, and open issues that should be addressed in CI-NGWNs to realize Industry 5.0.","Industry 5.0, Computational Intelligence, Next-Generation Wireless Networks, Softwarized Architecture, Boxed Networks, Open RAN, Digital Twin, Multi-Tenant Service Orchestration","Simulation Platform",AI and Machine Learning,"Communication Network",Decision and Management,Hybrid Algorithms,"Case Analysis",Theoretical Models,Communication and Network,"System Design","Validation Environment","Zeb Shah, Amir Mahmood, Sander Ali Khoja, Kapal Dev, Syed Ali Hassan, Mikael Gidlund, Paolo Bellavista","2024",Journal of Network and Computer Applications,"Journal Article"
"90",Towards Diverse Non-Player Character Behaviour Discovery in Multi-Agent Environments,"This paper introduces a method for developing diverse Non-Player Character (NPC) behaviour through a multiagent genetic algorithm based on Map-Elites. We examine the outcomes of implementing our system in a test environment, with a particular emphasis on the diversity of the evolved agents in the feature space. This research is motivated by how diverse NPCs are an important factor for improving player experience. We show how our multi agent map-elite algorithm is capable of isolating the evolved NPCs in the chosen feature space. Results showed that variation in agent fitness could be predicted with $40 \%$ from agent genomes, when agents played 100 games each.","Non-Player Character, Multi-Agent System, Map-Elites Algorithm, Genetic Algorithm, Behavior Tree, Game AI, Feature Space Evolution","Simulation Platform",Multi-Agent System and Reinforcement Learning,"Digital Twin",Virtual and Digital,Hybrid Algorithms,"Quantitative Analysis",Simulation Experiment Design,Data and Models,"Multi-Agent Interaction",Validation Environment,"Jan Kuci, Marco Sireja","2024","IEEE Conference on Games (CoG)","Conference Paper"
"91",Two-Timescale Synchronization and Migration for Digital Twin Networks: A Multi-Agent Deep Reinforcement Learning Approach,"Digital twins (DTs) have emerged as a promising enabler for representing the real-time states of physical worlds and realizing self-sustaining systems. In practice, DTs of physical devices, such as mobile users (MUs), are commonly deployed in multi-access edge computing (MEC) networks for the sake of reducing latency. To ensure the accuracy and fidelity of DTs, it is essential for MUs to regularly synchronize their status with their DTs. However, MU mobility introduces significant challenges to DT synchronization. Firstly, MU mobility triggers DT migration which could cause synchronization failures. Secondly, MUs require frequent synchronization with their DTs to ensure DT fidelity. Nonetheless, DT migration among MEC servers, caused by MU mobility, may occur infrequently. Accordingly, we propose a two-timescale DT synchronization and migration framework with reliability consideration by establishing a non-convex stochastic problem to minimize the long-term average energy consumption of MUs. We use Lyapunov theory to convert the reliability constraints and reformulate the new problem as a partially observable Markov decision-making process (POMDP). Furthermore, we develop a heterogeneous agent proximal policy optimization with Beta distribution (Beta-HAPPO) method to solve it. Numerical results show that our proposed Beta-HAPPO method achieves significant improvements in energy savings when compared with other benchmarks.","Digital Twin, Multi-Agent Deep Reinforcement Learning, Dual-Time-Scale Optimization, Lyapunov Optimization, POMDP, Edge Computing, Network Synchronization","Simulation Platform","Digital Twin and Metaverse",Metaverse Multi-Layer,"Decision and Management",Edge Computing,"Quantitative Analysis",Simulation Experiment Design,"Communication and Network","Validation and Deployment",Scenario,"Wenshuai Liu, Yaru Fu, Yongna Guo, Fuli Wang, Wen Sun, Yan Zhang","2024",IEEE Transactions on Wireless Communications,"Journal Article"
"92",UAV-Assisted Dynamic Avatar Task Migration for Vehicular Metaverse Services: A Multi-Agent Deep Reinforcement Learning Approach,"Avatars, as promising digital representations and service assistants of users in Metaverses, can enable drivers and passengers to immerse themselves in 3D virtual services and spaces of UAV-assisted vehicular Metaverses. However, avatar tasks include a multitude of human-to-avatar and avatar-to-avatar interactive applications, e.g., augmented reality navigation, which consumes intensive computing resources. It is inefficient and impractical for vehicles to process avatar tasks locally. Fortunately, migrating avatar tasks to the nearest roadside units (RSU) or unmanned aerial vehicles (UAV) for execution is a promising solution to decrease computation overhead and reduce task processing latency, while the high mobility of vehicles brings challenges for vehicles to independently perform avatar migration decisions depending on current and future vehicle status. To address these challenges, in this paper, we propose a novel avatar task migration system based on multi-agent deep reinforcement learning (MADRL) to execute immersive vehicular avatar tasks dynamically. Specifically, we first formulate the problem of avatar task migration from vehicles to RSUs/UAVs as a partially observable Markov decision process that can be solved by MADRL algorithms. We then design the multi-agent proximal policy optimization (MAPPO) approach as the MADRL algorithm for the avatar task migration problem. To overcome slow convergence resulting from the curse of dimensionality and non-stationary issues caused by shared parameters in MAPPO, we further propose a transformer-based MAPPO approach via sequential decision-making models for the efficient representation of relationships among agents. Finally, to motivate terrestrial or non-terrestrial edge servers (e.g., RSUs or UAVs) to share computation resources and ensure traceability of the sharing records, we apply smart contracts and blockchain technologies to achieve secure sharing management. Numerical results demonstrate that the proposed approach outperforms the MAPPO approach by around 2% and effectively reduces approximately 20% of the latency of avatar task execution in UAV-assisted vehicular Metaverses.","avatar task migration, UAV-assisted vehicular metaverse, multi-agent deep reinforcement learning, Transformer model, blockchain, smart contracts","Simulation Platform","Digital Twin and Metaverse",Multi-Agent System,"Terminals and Devices","Blockchain","Quantitative Analysis","Simulation Experiment Design","Communication and Network","Validation and Deployment",Scenario,"Kang Jiawen, Chen Junlong, Xu Minrui, Xiong Zehui, Jiao Yutao, Han Luchao, Duster Nyato, Tong Yongju, Xie Shengli","2024","IEEE/CAA Journal of Automatica Sinica","Journal Article"
"93",Understanding the Interplay of Model Complexity and Fidelity in Multiagent Systems via an Evolutionary Framework,"Modern video games come with highly realistic graphics enabling the players to interact with visually rich virtual worlds. Realistic (life-like) animation of nonplayer characters (NPCs) in such virtual worlds is particularly important to enhance the gaming experience. Multiagent systems are one effective approach to synthesize life-like behaviors and interactions by codifying simple rules into NPCs (each NPC as an autonomous agent). However, such behaviors generally come at the cost of increasing computational expense and complexity in terms of aspects such as number of rules and parameters. Therefore, the desire for high fidelity (highly realistic) behaviors is often in conflict with the drive for low complexity. Multiobjective evolutionary algorithms provide a sophisticated mechanism to optimize two or more conflicting objectives simultaneously. However, evolutionary computing techniques need an appropriate objective function to drive the exploration in the correct direction. Pairing of evolutionary techniques and multiagent systems is challenging in the classes of problems in which the fitness is evaluated based on human aesthetic judgment rather than on objective forms of measurements. In this study, we present a multiobjective evolutionary framework to evolve low complexity and high fidelity multiagent systems by utilizing a machine learning system trained by bootstrapping human aesthetic judgment. We have gathered empirical data in three problem areas-simulation of conversational group dynamics, sheepdog herding behaviors, and traffic dynamics, and show the effectiveness of our approach in deriving low complexity and high fidelity multiagent systems. Further, we have identified common properties of the Pareto-optimal frontiers in the three problem areas that can ultimately lead to an understanding of a relationship between simulation model complexity and behavior fidelity. This understanding will be useful in deciding which level of behavioral fidelity is required for the characters in video games based on the distance to the camera, importance to the scene, and available computational resources.","multi-agent system, evolutionary algorithms, complexity-fidelity trade-off, machine learning, game AI, circular complexity, Pareto optimization","Simulation Platform","Multi-Agent System and Reinforcement Learning","Multi-Agent System","Multi-Agent System","Hybrid Algorithms","Quantitative Analysis","Simulation Experiment Design","Metaverse","Performance Optimization",Scenario,"Erandi Lakshika, Michael Barlow, Adam Easton","2017","IEEE Transactions on Computational Intelligence and AI in Games","Journal Article"
"94",User Recommendation in Social Metaverse with VR,"Social metaverse with VR has been viewed as a paradigm shift for social media. However, most traditional VR social platforms ignore emerging characteristics in a metaverse, thereby failing to boost user satisfaction. In this paper, we explore a scenario of socializing in metaverse with VR, which brings major advantages over conventional social media: 1) leverage flexible display of users' 360-degree viewports to satisfy individual user interests, 2) ensure the user feelings of co-existence, 3) prevent view obstruction to help users find friends in crowds, and 4) support socializing with digital twins. Therefore, we formulate the Co-presence, and Occlusion-aware Metaverse User Recommendation (COMUR) problem to recommend a set of rendered players for users in social metaverse with VR. We prove COMUR is an NP-hard optimization problem and design a dual-module deep graph learning framework (COMURNet) to recommend appropriate users for viewport display. Experimental results on real social metaverse datasets and a user study with Occulus Quest 2 manifest that the proposed model outperforms baseline approaches by at least 36.7% of solution quality.","social metaverse, user recommendation, virtual reality, graph neural networks, co-occurrence, occlusion avoidance, digital twin","VR/AR","Digital Twin and Metaverse","Digital Twin","Virtual and Digital","Deep Learning","Quantitative Analysis",Case Analysis,"Metaverse","Models and Algorithms",Data,"Chen Bingrui, Yang De Nian","2022","Proceedings of the 31st ACM International Conference on Information and Knowledge Management (CIKM ’22)","Conference Paper"
